No,Kode,NamaPerusahaan,papanPencatatan,Sektor,numSelisih,numPenutupan,numGainers,Gainers,numVolume,Volume,numNilai,Nilai,numFreq,Freq
675,SMBR,Semen Baturaja (Persero) Tbk.,Utama,Basic Materials,20,462,4.52%,gainersSedang gainersRendah,29696500,volumeSedang volumeRendah,13823662200,nilaiSedang nilaiRendah,4350,freqSedang freqRendah
676,SMCB,Solusi Bangun Indonesia Tbk.,Utama,Basic Materials,20,1475,1.37%,gainersRendah,873400,volumeRendah,1273547500,nilaiRendah,122,freqRendah
677,SMDM,Suryamas DUtamakmur Tbk.,Pengembangan,Properties & Real Estate,10,268,3.88%,gainersSedang gainersRendah,8906700,volumeRendah,2347007000,nilaiRendah,1681,freqRendah
678,SMDR,Samudera Indonesia  Tbk.,Utama,Transportation & Logistic,20,2490,0.81%,gainersRendah,14030100,volumeRendah,35258578000,nilaiSedang nilaiRendah,4975,freqSedang freqRendah
679,SMGR,Semen Indonesia (Persero) Tbk.,Utama,Basic Materials,225,8250,2.80%,gainersSedang gainersRendah,18255100,volumeRendah,150213895000,nilaiSedang nilaiRendah,6301,freqSedang freqRendah
680,SMKL,Satyamitra Kemas Lestari Tbk.,Utama,Basic Materials,10,290,3.57%,gainersSedang gainersRendah,2561900,volumeRendah,745438800,nilaiRendah,887,freqRendah
681,SMKM,Sumber Mas Konstruksi Tbk.,Akselerasi,Infrasctructures,-10,520,-1.89%,gainersRendah,509700,volumeRendah,260285800,nilaiRendah,148,freqRendah
682,SMMA,Sinarmas Multiartha Tbk.,Utama,Financials,0,12400,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
683,SMMT,Golden Eagle Energy Tbk.,Pengembangan,Energy,-25,640,-3.76%,gainersRendah,7492500,volumeRendah,4843742000,nilaiRendah,7074,freqSedang freqRendah
684,SMRA,Summarecon Agung Tbk.,Utama,Properties & Real Estate,-5,565,-0.88%,gainersRendah,15527600,volumeRendah,8763044000,nilaiRendah,7978,freqSedang freqRendah
685,SMRU,SMR Utama Tbk.,Pengembangan,Energy,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
686,SMSM,Selamat Sempurna Tbk.,Utama,Cyclic,-10,1560,-0.64%,gainersRendah,2796600,volumeRendah,4420122000,nilaiRendah,683,freqRendah
687,SNLK,Sunter Lakeside Hotel Tbk.,Pengembangan,Cyclic,0,975,0.00%,gainersRendah,3652300,volumeRendah,3543989500,nilaiRendah,708,freqRendah
688,SOCI,Soechi Lines Tbk.,Utama,Energy,-1,197,-0.51%,gainersRendah,7982500,volumeRendah,1578885700,nilaiRendah,1725,freqRendah
689,SOFA,Boston Furniture Industries Tbk.,Akselerasi,Cyclic,0,30,0.00%,gainersRendah,505900,volumeRendah,14796200,nilaiRendah,47,freqRendah
690,SOHO,Soho Global Health Tbk.,Utama,Healthcare,75,5750,1.32%,gainersRendah,8300,volumeRendah,45777500,nilaiRendah,36,freqRendah
691,SONA,Sona Topas Tourism Industry Tbk.,Utama,Cyclic,0,4490,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
692,SOSS,Shield On Service Tbk.,Pengembangan,Industrials,-30,505,-5.61%,gainersRendah,1342400,volumeRendah,699030000,nilaiRendah,371,freqRendah
693,SOTS,Satria Mega Kencana Tbk.,Pengembangan,Cyclic,6,278,2.21%,gainersSedang gainersRendah,900,volumeRendah,253200,nilaiRendah,6,freqRendah
694,SPMA,Suparma Tbk.,Utama,Basic Materials,30,570,5.56%,gainersSedang gainersRendah,4151300,volumeRendah,2332228000,nilaiRendah,993,freqRendah
695,SPTO,Surya Pertiwi Tbk.,Utama,Industrials,5,580,0.87%,gainersRendah,221700,volumeRendah,127968000,nilaiRendah,124,freqRendah
696,SQMI,Wilton Makmur Indonesia Tbk.,Pengembangan,Basic Materials,1,82,1.23%,gainersRendah,15137900,volumeRendah,1226824100,nilaiRendah,652,freqRendah
697,SRAJ,Sejahteraraya Anugrahjaya Tbk.,Utama,Healthcare,0,515,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
698,SRIL,Sri Rejeki Isman Tbk.,Pengembangan,Cyclic,0,146,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
699,SRSN,Indo Acidatama Tbk,Utama,Basic Materials,0,53,0.00%,gainersRendah,1237600,volumeRendah,65581600,nilaiRendah,49,freqRendah
700,SRTG,Saratoga Investama Sedaya Tbk.,Utama,Financials,0,2510,0.00%,gainersRendah,16135000,volumeRendah,40294095000,nilaiSedang nilaiRendah,3636,freqSedang freqRendah
701,SSIA,Surya Semesta Internusa Tbk.,Utama,Infrasctructures,-4,300,-1.32%,gainersRendah,2292200,volumeRendah,685999800,nilaiRendah,466,freqRendah
702,SSMS,Sawit Sumbermas Sarana Tbk.,Utama,Noncyc,-10,1400,-0.71%,gainersRendah,13040300,volumeRendah,18296837500,nilaiSedang nilaiRendah,702,freqRendah
703,SSTM,Sunson Textile Manufacture Tbk,Pengembangan,Cyclic,10,795,1.27%,gainersRendah,25200,volumeRendah,19582000,nilaiRendah,5,freqRendah
704,STAA,Sumber Tani Agung Resources Tbk.,Utama,Noncyc,0,1130,0.00%,gainersRendah,9178900,volumeRendah,10282763500,nilaiRendah,332,freqRendah
705,STAR,Buana Artha Anugerah Tbk.,Utama,Financials,-1,150,-0.66%,gainersRendah,700,volumeRendah,105600,nilaiRendah,3,freqRendah
706,STTP,Siantar Top Tbk.,Pengembangan,Noncyc,-175,7575,-2.26%,gainersRendah,700,volumeRendah,5317500,nilaiRendah,2,freqRendah
707,SUGI,Sugih Energy Tbk.,Pengembangan,Energy,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
708,SULI,SLJ Global Tbk.,Pengembangan,Basic Materials,7,130,5.69%,gainersSedang gainersRendah,15990600,volumeRendah,2004190300,nilaiRendah,1783,freqRendah
709,SUPR,Solusi Tunas Pratama Tbk.,Pengembangan,Infrasctructures,0,38425,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
710,SURE,Super Energy Tbk.,Pengembangan,Energy,-5,1625,-0.31%,gainersRendah,100,volumeRendah,162500,nilaiRendah,1,freqRendah
711,SWAT,Sriwahana Adityakarta Tbk.,Pengembangan,Basic Materials,0,57,0.00%,gainersRendah,113000,volumeRendah,6434100,nilaiRendah,65,freqRendah
712,SWID,Saraswanti Indoland Development Tbk.,Pengembangan,Properties & Real Estate,-1,114,-0.87%,gainersRendah,2762300,volumeRendah,314148900,nilaiRendah,339,freqRendah
713,TALF,Tunas Alfin Tbk.,Pengembangan,Basic Materials,-18,310,-5.49%,gainersRendah,19900,volumeRendah,6332000,nilaiRendah,33,freqRendah
714,TAMA,Lancartama Sejati Tbk.,Pengembangan,Infrasctructures,0,50,0.00%,gainersRendah,20300,volumeRendah,1015000,nilaiRendah,4,freqRendah
715,TAMU,Pelayaran Tamarin Samudra Tbk.,Pengembangan,Energy,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
716,TAPG,Triputra Agro Persada Tbk.,Utama,Noncyc,5,685,0.74%,gainersRendah,14492800,volumeRendah,9815010000,nilaiRendah,1689,freqRendah
717,TARA,Agung Semesta Sejahtera Tbk.,Utama,Properties & Real Estate,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
718,TAXI,Express Transindo Utama Tbk.,Utama,Transportation & Logistic,0,50,0.00%,gainersRendah,500,volumeRendah,25000,nilaiRendah,2,freqRendah
719,TAYS,Jaya Swarasa Agung Tbk.,Pengembangan,Noncyc,0,660,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
720,TBIG,Tower Bersama Infrastructure Tbk.,Utama,Infrasctructures,-130,2320,-5.31%,gainersRendah,21380700,volumeRendah,50083063000,nilaiSedang nilaiRendah,5459,freqSedang freqRendah
721,TBLA,Tunas Baru Lampung Tbk.,Utama,Noncyc,-5,705,-0.70%,gainersRendah,774700,volumeRendah,546533500,nilaiRendah,111,freqRendah
722,TBMS,Tembaga Mulia Semanan Tbk.,Pengembangan,Basic Materials,-5,1540,-0.32%,gainersRendah,3200,volumeRendah,4810500,nilaiRendah,9,freqRendah
723,TCID,Mandom Indonesia Tbk.,Utama,Noncyc,-150,5850,-2.50%,gainersRendah,8900,volumeRendah,52037500,nilaiRendah,14,freqRendah
724,TCPI,Transcoal Pacific Tbk.,Pengembangan,Energy,125,10700,1.18%,gainersRendah,31461600,volumeSedang volumeRendah,334155977500,nilaiTinggi nilaiSedang nilaiRendah,27130,freqTinggi freqSedang freqRendah
725,TDPM,Tridomain Performance Materials Tbk.,Pengembangan,Basic Materials,0,119,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
726,TEBE,Dana Brata Luhur Tbk.,Utama,Energy,-10,845,-1.17%,gainersRendah,550200,volumeRendah,466847000,nilaiRendah,156,freqRendah
727,TECH,Indosterling Technomedia Tbk.,Pengembangan,Technology,-70,4630,-1.49%,gainersRendah,2648100,volumeRendah,12212238000,nilaiRendah,248,freqRendah
728,TELE,Omni Inovasi Indonesia Tbk.,Pengembangan,Cyclic,0,50,0.00%,gainersRendah,2000,volumeRendah,100000,nilaiRendah,5,freqRendah
729,TFAS,Telefast Indonesia Tbk.,Pengembangan,Technology,60,3210,1.90%,gainersRendah,9200,volumeRendah,29043000,nilaiRendah,18,freqRendah
730,TFCO,Tifico Fiber Indonesia Tbk.,Pengembangan,Cyclic,0,660,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
731,TGKA,Tigaraksa Satria Tbk.,Pengembangan,Noncyc,0,7300,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
732,TGRA,Terregra Asia Energy Tbk.,Utama,Infrasctructures,0,50,0.00%,gainersRendah,21800,volumeRendah,1090000,nilaiRendah,6,freqRendah
733,TIFA,KDB Tifa Finance Tbk.,Pengembangan,Financials,-5,520,-0.95%,gainersRendah,20700,volumeRendah,10857000,nilaiRendah,12,freqRendah
734,TINS,Timah Tbk.,Utama,Basic Materials,20,1360,1.49%,gainersRendah,7578500,volumeRendah,10176406500,nilaiRendah,2061,freqRendah
735,TIRA,Tira Austenite Tbk,Pengembangan,Industrials,-10,398,-2.45%,gainersRendah,3300,volumeRendah,1315600,nilaiRendah,19,freqRendah
736,TIRT,Tirta Mahakam Resources Tbk,Pengembangan,Basic Materials,0,56,0.00%,gainersRendah,396200,volumeRendah,22184400,nilaiRendah,38,freqRendah
737,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,Utama,Basic Materials,450,8425,5.64%,gainersSedang gainersRendah,11559200,volumeRendah,96104135000,nilaiSedang nilaiRendah,7569,freqSedang freqRendah
738,TLDN,Teladan Prima Agro Tbk.,Utama,Noncyc,-5,580,-0.85%,gainersRendah,234500,volumeRendah,135452500,nilaiRendah,46,freqRendah
739,TLKM,Telkom Indonesia (Persero) Tbk.,Utama,Infrasctructures,80,4210,1.94%,gainersRendah,167150400,volumeSedang volumeRendah,692809676000,nilaiTinggi nilaiSedang nilaiRendah,14349,freqTinggi freqSedang freqRendah
740,TMAS,Temas Tbk.,Utama,Transportation & Logistic,80,1960,4.26%,gainersSedang gainersRendah,1391000,volumeRendah,2687714500,nilaiRendah,1055,freqRendah
741,TMPO,Tempo Intimedia Tbk.,Pengembangan,Cyclic,3,120,2.56%,gainersSedang gainersRendah,20100,volumeRendah,2412000,nilaiRendah,10,freqRendah
742,TNCA,Trimuda Nuansa Citra Tbk.,Pengembangan,Transportation & Logistic,0,404,0.00%,gainersRendah,658300,volumeRendah,267308000,nilaiRendah,270,freqRendah
743,TOBA,TBS Energi Utama Tbk.,Utama,Energy,20,645,3.20%,gainersSedang gainersRendah,4524300,volumeRendah,2871335000,nilaiRendah,669,freqRendah
744,TOOL,Rohartindo Nusantara Luas Tbk.,Pengembangan,Cyclic,0,88,0.00%,gainersRendah,5451400,volumeRendah,481370600,nilaiRendah,524,freqRendah
745,TOPS,Totalindo Eka Persada Tbk.,Utama,Infrasctructures,0,50,0.00%,gainersRendah,19300,volumeRendah,965000,nilaiRendah,7,freqRendah
746,TOTL,Total Bangun Persada Tbk.,Utama,Infrasctructures,0,314,0.00%,gainersRendah,1902000,volumeRendah,593589400,nilaiRendah,240,freqRendah
747,TOTO,Surya Toto Indonesia Tbk.,Pengembangan,Industrials,4,270,1.50%,gainersRendah,825200,volumeRendah,222631000,nilaiRendah,141,freqRendah
748,TOWR,Sarana Menara Nusantara Tbk.,Utama,Infrasctructures,5,1160,0.43%,gainersRendah,63136200,volumeSedang volumeRendah,72102528000,nilaiSedang nilaiRendah,5640,freqSedang freqRendah
749,TOYS,Sunindo Adipersada Tbk.,Pengembangan,Cyclic,-2,77,-2.53%,gainersRendah,7416700,volumeRendah,580407200,nilaiRendah,512,freqRendah
750,TPIA,Chandra Asri Petrochemical Tbk.,Pengembangan,Basic Materials,60,2360,2.61%,gainersSedang gainersRendah,14156400,volumeRendah,32682306000,nilaiSedang nilaiRendah,2209,freqRendah
751,TPMA,Trans Power Marine Tbk.,Pengembangan,Energy,0,380,0.00%,gainersRendah,2538800,volumeRendah,961874400,nilaiRendah,403,freqRendah
752,TRAM,Trada Alam Minera Tbk.,Pengembangan,Energy,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
753,TRGU,Cerestar Indonesia Tbk.,Pengembangan,Noncyc,0,230,0.00%,gainersRendah,4192800,volumeRendah,964431400,nilaiRendah,335,freqRendah
754,TRIL,Triwira Insanlestari Tbk.,Pengembangan,Industrials,0,50,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
755,TRIM,Trimegah Sekuritas Indonesia Tbk.,Utama,Financials,-8,272,-2.86%,gainersRendah,2681700,volumeRendah,738358400,nilaiRendah,490,freqRendah
756,TRIN,Perintis Triniti Properti Tbk.,Pengembangan,Properties & Real Estate,2,274,0.74%,gainersRendah,8802600,volumeRendah,2470986200,nilaiRendah,985,freqRendah
757,TRIO,Trikomsel Oke Tbk.,Pengembangan,Cyclic,0,426,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
758,TRIS,Trisula International Tbk.,Pengembangan,Cyclic,4,160,2.56%,gainersSedang gainersRendah,85800,volumeRendah,13684000,nilaiRendah,75,freqRendah
759,TRJA,Transkon Jaya Tbk.,Utama,Transportation & Logistic,-4,248,-1.59%,gainersRendah,508700,volumeRendah,126272600,nilaiRendah,107,freqRendah
760,TRST,Trias Sentosa Tbk.,Utama,Basic Materials,20,740,2.78%,gainersSedang gainersRendah,10000,volumeRendah,7400000,nilaiRendah,10,freqRendah
761,TRUE,Triniti Dinamik Tbk.,Pengembangan,Transportation & Logistic,0,52,0.00%,gainersRendah,2935100,volumeRendah,153844100,nilaiRendah,363,freqRendah
762,TRUK,Guna Timur Raya Tbk.,Pengembangan,Financials,0,117,0.00%,gainersRendah,836900,volumeRendah,97346500,nilaiRendah,139,freqRendah
763,TRUS,Trust Finance Indonesia Tbk,Utama,Healthcare,0,432,0.00%,gainersRendah,2200,volumeRendah,954000,nilaiRendah,16,freqRendah
764,TSPC,Tempo Scan Pacific Tbk.,Pengembangan,Financials,0,1350,0.00%,gainersRendah,476300,volumeRendah,642709000,nilaiRendah,159,freqRendah
765,TUGU,Asuransi Tugu Pratama Indonesia Tbk.,Utama,Cyclic,0,2130,0.00%,gainersRendah,1888700,volumeRendah,3888738500,nilaiRendah,765,freqRendah
766,TURI,Tunas Ridean Tbk.,Pengembangan,Cyclic,0,1560,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
767,UANG,Pakuan Tbk.,Utama,Noncyc,125,635,24.51%,gainersTinggi gainersSedang gainersRendah,339500,volumeRendah,210260500,nilaiRendah,292,freqRendah
768,UCID,Uni-Charm Indonesia Tbk.,Pengembangan,Cyclic,-5,1095,-0.45%,gainersRendah,70400,volumeRendah,77062000,nilaiRendah,100,freqRendah
769,UFOE,Damai Sejahtera Abadi Tbk.,Utama,Noncyc,0,330,0.00%,gainersRendah,47593600,volumeSedang volumeRendah,15233132200,nilaiSedang nilaiRendah,5048,freqSedang freqRendah
770,ULTJ,"Ultra Jaya Milk Industry & Trading Company, Tbk.",Utama,Basic Materials,5,1350,0.37%,gainersRendah,916100,volumeRendah,1242842000,nilaiRendah,382,freqRendah
771,UNIC,Unggul Indah Cahaya Tbk.,Utama,Energy,0,11175,0.00%,gainersRendah,1400,volumeRendah,15470000,nilaiRendah,5,freqRendah
772,UNIQ,Ulima Nitra Tbk.,Pengembangan,Cyclic,-1,63,-1.56%,gainersRendah,2537600,volumeRendah,159079300,nilaiRendah,285,freqRendah
773,UNIT,Nusantara Inti Corpora Tbk,Pengembangan,Noncyc,0,316,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
774,UNSP,Bakrie Sumatera Plantations Tbk.,Utama,Industrials,-4,135,-2.88%,gainersRendah,981200,volumeRendah,129189900,nilaiRendah,139,freqRendah
775,UNTR,United Tractors Tbk.,Utama,Noncyc,275,31275,0.89%,gainersRendah,3267800,volumeRendah,100778735000,nilaiSedang nilaiRendah,5144,freqSedang freqRendah
776,UNVR,Unilever Indonesia Tbk.,Pengembangan,Properties & Real Estate,30,4540,0.67%,gainersRendah,18632000,volumeRendah,83954709000,nilaiSedang nilaiRendah,8578,freqSedang freqRendah
777,URBN,Urban Jakarta Propertindo Tbk.,Akselerasi,Technology,-3,179,-1.65%,gainersRendah,43400,volumeRendah,7817500,nilaiRendah,29,freqRendah
778,UVCR,Trimegah Karya Pratama Tbk.,Utama,Noncyc,9,103,9.57%,gainersSedang gainersRendah,10927600,volumeRendah,1112569400,nilaiRendah,560,freqRendah
779,VICI,Victoria Care Indonesia Tbk.,Utama,Financials,5,540,0.93%,gainersRendah,1253900,volumeRendah,670864000,nilaiRendah,172,freqRendah
780,VICO,Victoria Investama Tbk.,Pengembangan,Financials,-6,244,-2.40%,gainersRendah,10357500,volumeRendah,2494199000,nilaiRendah,2020,freqRendah
781,VINS,Victoria Insurance Tbk.,Pengembangan,Cyclic,-2,155,-1.27%,gainersRendah,11441800,volumeRendah,1870707000,nilaiRendah,650,freqRendah
782,VIVA,Visi Media Asia Tbk.,Utama,Industrials,0,50,0.00%,gainersRendah,28500,volumeRendah,1425000,nilaiRendah,21,freqRendah
783,VOKS,Voksel Electric Tbk.,Pengembangan,Financials,0,148,0.00%,gainersRendah,2300,volumeRendah,340500,nilaiRendah,7,freqRendah
784,VRNA,Verena Multi Finance Tbk.,Pengembangan,Noncyc,0,121,0.00%,gainersRendah,1888500,volumeRendah,230996600,nilaiRendah,305,freqRendah
785,WAPO,Wahana Pronatural Tbk.,Utama,Infrasctructures,-5,167,-2.91%,gainersRendah,3943600,volumeRendah,659550300,nilaiRendah,1007,freqRendah
786,WEGE,Wijaya Karya Bangunan Gedung Tbk.,Utama,Transportation & Logistic,-2,165,-1.20%,gainersRendah,4170100,volumeRendah,690262200,nilaiRendah,554,freqRendah
787,WEHA,WEHA Transportasi Indonesia Tbk.,Akselerasi,Technology,1,112,0.90%,gainersRendah,6521600,volumeRendah,736036100,nilaiRendah,536,freqRendah
788,WGSH,Wira Global Solusi Tbk.,Pengembangan,Noncyc,1,145,0.69%,gainersRendah,3142900,volumeRendah,456768700,nilaiRendah,919,freqRendah
789,WICO,Wicaksana Overseas International Tbk.,Utama,Technology,0,400,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
790,WIFI,Solusi Sinergi Digital Tbk.,Utama,Noncyc,0,194,0.00%,gainersRendah,295202300,volumeTinggi volumeSedang volumeRendah,57725957000,nilaiSedang nilaiRendah,9484,freqSedang freqRendah
791,WIIM,Wismilak Inti Makmur Tbk.,Utama,Infrasctructures,-25,785,-3.09%,gainersRendah,5773600,volumeRendah,4582733500,nilaiRendah,699,freqRendah
792,WIKA,Wijaya Karya (Persero) Tbk.,Utama,Properties & Real Estate,0,905,0.00%,gainersRendah,8635100,volumeRendah,7785720500,nilaiRendah,1751,freqRendah
793,WINR,Winner Nusantara Jaya Tbk.,Utama,Energy,0,50,0.00%,gainersRendah,23600,volumeRendah,1180000,nilaiRendah,28,freqRendah
794,WINS,Wintermar Offshore Marine Tbk.,Pengembangan,Technology,8,366,2.23%,gainersSedang gainersRendah,49396700,volumeSedang volumeRendah,17881960400,nilaiSedang nilaiRendah,6461,freqSedang freqRendah
795,WIRG,WIR ASIA Tbk.,Utama,Noncyc,6,256,2.40%,gainersSedang gainersRendah,203768300,volumeSedang volumeRendah,54077913800,nilaiSedang nilaiRendah,16563,freqTinggi freqSedang freqRendah
796,WMPP,Widodo Makmur Perkasa Tbk.,Utama,Noncyc,-1,134,-0.74%,gainersRendah,152216800,volumeSedang volumeRendah,20328206600,nilaiSedang nilaiRendah,736,freqRendah
797,WMUU,Widodo Makmur Unggas Tbk.,Utama,Financials,-2,110,-1.79%,gainersRendah,37709500,volumeSedang volumeRendah,4195299400,nilaiRendah,802,freqRendah
798,WOMF,Wahana Ottomitra Multiartha Tbk.,Utama,Cyclic,0,260,0.00%,gainersRendah,818100,volumeRendah,212671200,nilaiRendah,167,freqRendah
799,WOOD,Integra Indocabinet Tbk.,Pengembangan,Energy,2,400,0.50%,gainersRendah,106816300,volumeSedang volumeRendah,40993743800,nilaiSedang nilaiRendah,5099,freqSedang freqRendah
800,WOWS,Ginting Jaya Energi Tbk.,Pengembangan,Basic Materials,0,50,0.00%,gainersRendah,2967000,volumeRendah,148350000,nilaiRendah,59,freqRendah
801,WSBP,Waskita Beton Precast Tbk.,Utama,Infrasctructures,0,95,0.00%,gainersRendah,0,volumeRendah,0,nilaiRendah,0,freqRendah
802,WSKT,Waskita Karya (Persero) Tbk.,Utama,Basic Materials,-6,464,-1.28%,gainersRendah,11002300,volumeRendah,5125400400,nilaiRendah,1857,freqRendah
803,WTON,Wijaya Karya Beton Tbk.,Pengembangan,Cyclic,-2,204,-0.97%,gainersRendah,2614300,volumeRendah,533048600,nilaiRendah,350,freqRendah
804,YELO,Yelooo Integra Datanet Tbk.,Pengembangan,Basic Materials,0,90,0.00%,gainersRendah,6340800,volumeRendah,572197800,nilaiRendah,485,freqRendah
805,YPAS,Yanaprima Hastapersada Tbk,Pengembangan,Financials,0,655,0.00%,gainersRendah,4100,volumeRendah,2594500,nilaiRendah,16,freqRendah
806,YULE,Yulie Sekuritas Indonesia Tbk.,Pengembangan,Industrials,10,2100,0.48%,gainersRendah,1300,volumeRendah,2727000,nilaiRendah,7,freqRendah
807,ZBRA,Dosni Roha Indonesia Tbk.,Pengembangan,Basic Materials,-5,540,-0.92%,gainersRendah,841500,volumeRendah,456072500,nilaiRendah,118,freqRendah
808,ZINC,Kapuas Prima Coal Tbk.,Pengembangan,Cyclic,-1,50,-1.96%,gainersRendah,96911200,volumeSedang volumeRendah,4869101900,nilaiRendah,1435,freqRendah
809,ZONE,Mega Perintis Tbk.,Pengembangan,Technology,-5,1135,-0.44%,gainersRendah,1013700,volumeRendah,1146696000,nilaiRendah,117,freqRendah
810,ZYRX,Zyrexindo Mandiri Buana Tbk.,Pengembangan,Properties & Real Estate,-2,422,-0.47%,gainersRendah,125400,volumeRendah,53130600,nilaiRendah,107,freqRendah
